id_jogo_cbf,data_jogo,time_mandante,time_visitante,estadio,competicao,publico_pagante,publico_nao_pagante,publico_total,receita_bruta_total,despesa_total,resultado_liquido,caminho_pdf_local,data_processamento,status,log_erro
14292b_2024,2024-06-19,Cruzeiro,Fluminense,Mineirão,Campeonato Brasileiro Série A,28812,1014,29826,831555.0,574767.09,256787.91,pdfs\14292b_2024.pdf,2025-05-05,Sucesso,
14293b_2024,2024-06-20,Vitória,Atlético Mineiro,Manoel Barradas,Campeonato Brasileiro Série A,15044,0,15044,327163.0,306085.1,21077.9,pdfs\14293b_2024.pdf,2025-05-05,Sucesso,
14294b_2024,2024-06-20,Flamengo,Bahia,Maracanã,Campeonato Brasileiro Série A,49909,1537,51177,2539010.0,1753206.13,758300.73,pdfs\14294b_2024.pdf,2025-05-05,Sucesso,
14295b_2024,2024-06-19,Botafogo-RJ,Athletico Paranaense,Nilton Santos,Campeonato Brasileiro Série A,19589,2542,22131,750495.0,873845.88,-123350.88,pdfs\14295b_2024.pdf,2025-05-05,Sucesso,
14296b_2024,2024-06-20,Palmeiras,Red Bull Bragantino,Arena Allianz Parque,Campeonato Brasileiro Série A,29119,0,29119,2155800.48,743943.81,1411856.67,pdfs\14296b_2024.pdf,2025-05-05,Sucesso,
14297b_2024,2024-06-19,São Paulo,Cuiabá,Morumbi,Campeonato Brasileiro Série A,33586,0,33586,1726202.5,728046.64,998155.86,pdfs\14297b_2024.pdf,2025-05-05,Sucesso,
14298b_2024,2024-06-19,Fortaleza,Grêmio,Arena Castelão,Campeonato Brasileiro Série A,16935,352,17287,180585.0,331351.23,-150766.23,pdfs\14298b_2024.pdf,2025-05-05,Sucesso,
14299b_2024,2024-06-19,Atlético Goianiense,Criciúma,Antônio Accioly,Campeonato Brasileiro Série A,6478,664,7142,79985.0,65786.47,14198.53,pdfs\14299b_2024.pdf,2025-05-05,Sucesso,
242100b_2024,2024-06-16,Sport Recife,Mirassol,Arena Pernambuco,Campeonato Brasileiro Série B,12459,1724,14183,216155.0,290357.08,-74202.08,pdfs\242100b_2024.pdf,2025-05-05,Sucesso,
242101b_2024,2024-06-20,Vila Nova,Mirassol,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,3316,85,3401,28980.0,8336.53,20643.47,pdfs\242101b_2024.pdf,2025-05-05,Sucesso,
242102b_2024,2024-06-18,Guarani,Ituano,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,2849,0,2849,55390.0,72563.21,-17173.21,pdfs\242102b_2024.pdf,2025-05-05,Sucesso,
242103b_2024,2024-06-19,Botafogo-RJ,Ponte Preta,Santa Cruz,Campeonato Brasileiro Série B,2681,0,2681,36425.0,86895.74,-50470.74,pdfs\242103b_2024.pdf,2025-05-05,Sucesso,
242104b_2024,2024-06-18,Grêmio Novorizontino,Amazonas,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,1443,0,1443,18850.0,49077.63,-30227.63,pdfs\242104b_2024.pdf,2025-05-05,Sucesso,
242105b_2024,2024-06-19,Santos,Goiás,Urbano Caldeira,Campeonato Brasileiro Série B,8720,0,8720,337295.0,234535.75,102759.25,pdfs\242105b_2024.pdf,2025-05-05,Sucesso,
242106b_2024,2024-06-17,Chapecoense,Operário-PR,Arena Condá,Campeonato Brasileiro Série B,1844,55,1899,39940.0,40072.41,-132.41,pdfs\242106b_2024.pdf,2025-05-05,Sucesso,
242107b_2024,2024-06-19,Brusque,Avaí,Hercílio Luz,Campeonato Brasileiro Série B,1587,0,1587,52125.0,51154.53,970.47,pdfs\242107b_2024.pdf,2025-05-05,Sucesso,
242108b_2024,2024-06-19,Coritiba,América-MG,Couto Pereira,Campeonato Brasileiro Série B,14395,0,14395,207890.0,194646.39,13243.61,pdfs\242108b_2024.pdf,2025-05-05,Sucesso,
242109b_2024,2024-06-18,Paysandu,CRB,Curuzu,Campeonato Brasileiro Série B,13120,2049,15169,311340.0,120907.75,190432.25,pdfs\242109b_2024.pdf,2025-05-05,Sucesso,
24210b_2024,2024-04-20,Ceará,Goiás,Arena Castelão,Campeonato Brasileiro Série B,25803,2195,27998,278450.0,256372.69,22077.31,pdfs\24210b_2024.pdf,2025-05-05,Sucesso,
242110b_2024,2024-06-20,Ceará,Sport Recife,Arena Castelão,Campeonato Brasileiro Série B,12326,65,12391,100675.0,165515.25,-64840.25,pdfs\242110b_2024.pdf,2025-05-05,Sucesso,
242111b_2024,2024-06-23,Vila Nova,Goiás,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,8526,0,8526,155550.0,21030.25,134519.75,pdfs\242111b_2024.pdf,2025-05-05,Sucesso,
242112b_2024,2024-06-25,Ponte Preta,Ceará,Moisés Lucarelli,Campeonato Brasileiro Série B,3538,0,3538,73420.0,91970.73,-18550.73,pdfs\242112b_2024.pdf,2025-05-05,Sucesso,
242113b_2024,2024-06-25,Mirassol,Santos,José Maria de Campos Maia,Campeonato Brasileiro Série B,7432,0,7432,414400.0,109721.77,304678.23,pdfs\242113b_2024.pdf,2025-05-05,Sucesso,
242114b_2024,2024-06-22,Ituano,Brusque,Dr. Novelli Junior,Campeonato Brasileiro Série B,1017,0,1017,13230.0,69830.3,-56600.3,pdfs\242114b_2024.pdf,2025-05-05,Sucesso,
242115b_2024,2024-06-25,América-MG,Avaí,Independência,Campeonato Brasileiro Série B,2651,0,2651,27847.0,100535.63,-72688.63,pdfs\242115b_2024.pdf,2025-05-05,Sucesso,
242116b_2024,2024-06-23,Chapecoense,Paysandu,Arena Condá,Campeonato Brasileiro Série B,5442,0,5442,142410.0,20799.24,121610.76,pdfs\242116b_2024.pdf,2025-05-05,Sucesso,
242117b_2024,2024-06-22,CRB,Guarani,Rei Pelé,Campeonato Brasileiro Série B,2844,2844,5688,34160.0,75013.61,-40853.61,pdfs\242117b_2024.pdf,2025-05-05,Sucesso,
242118b_2024,2024-06-22,Operário-PR,Botafogo-SP,Germano Kruger,Campeonato Brasileiro Série B,2642,0,2642,66690.0,62292.14,4397.86,pdfs\242118b_2024.pdf,2025-05-05,Sucesso,
242119b_2024,2024-06-25,Amazonas,Coritiba,Carlos Zamith,Campeonato Brasileiro Série B,6912,0,6912,44950.0,77105.96,-32155.96,pdfs\242119b_2024.pdf,2025-05-05,Sucesso,
24211b_2024,2024-04-28,Goiás,Ponte Preta,Hailé Pinheiro,Campeonato Brasileiro Série B,6784,0,6784,127975.0,47298.84,80676.16,pdfs\24211b_2024.pdf,2025-05-05,Sucesso,
242120b_2024,2024-06-24,Sport Recife,Grêmio Novorizontino,Arena Pernambuco,Campeonato Brasileiro Série B,12438,1718,14156,170945.0,278586.82,-107641.82,pdfs\242120b_2024.pdf,2025-05-05,Sucesso,
242121b_2024,2024-07-02,Goiás,América-MG,Hailé Pinheiro,Campeonato Brasileiro Série B,5941,0,5941,105500.0,25145.54,80354.46,pdfs\242121b_2024.pdf,2025-05-05,Sucesso,
242122b_2024,2024-06-30,Guarani,Ponte Preta,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,9626,0,9626,91890.0,90651.16,1238.84,pdfs\242122b_2024.pdf,2025-05-05,Sucesso,
242123b_2024,2024-06-29,Botafogo-RJ,Sport Recife,Santa Cruz,Campeonato Brasileiro Série B,4383,0,4383,62500.0,85254.55,-22754.55,pdfs\242123b_2024.pdf,2025-05-05,Sucesso,
242124b_2024,2024-07-02,Grêmio Novorizontino,Mirassol,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,2339,0,2339,33175.0,45333.3,-12158.3,pdfs\242124b_2024.pdf,2025-05-05,Sucesso,
242125b_2024,2024-07-01,Santos,Chapecoense,Urbano Caldeira,Campeonato Brasileiro Série B,9055,0,9055,387460.0,236155.43,151304.57,pdfs\242125b_2024.pdf,2025-05-05,Sucesso,
242126b_2024,2024-06-30,Avaí,Amazonas,Ressacada,Campeonato Brasileiro Série B,11425,363,11788,276988.0,229349.16,47638.84,pdfs\242126b_2024.pdf,2025-05-05,Sucesso,
242127b_2024,2024-07-01,CRB,Brusque,Rei Pelé,Campeonato Brasileiro Série B,4284,0,4284,57330.0,74411.89,-17081.89,pdfs\242127b_2024.pdf,2025-05-05,Sucesso,
242128b_2024,2024-06-29,Coritiba,Vila Nova,Couto Pereira,Campeonato Brasileiro Série B,15065,0,15065,237810.0,191325.68,46484.32,pdfs\242128b_2024.pdf,2025-05-05,Sucesso,
242129b_2024,2024-06-30,Paysandu,Operário-PR,Curuzu,Campeonato Brasileiro Série B,13241,2166,15407,466515.0,153537.57,312977.43,pdfs\242129b_2024.pdf,2025-05-05,Sucesso,
24212b_2024,2024-04-26,Guarani,Chapecoense,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,4405,0,4405,92230.0,81131.42,11098.58,pdfs\24212b_2024.pdf,2025-05-05,Sucesso,
242130b_2024,2024-06-29,Ceará,Ituano,Arena Castelão,Campeonato Brasileiro Série B,7919,62,7981,63225.0,166066.58,-102841.58,pdfs\242130b_2024.pdf,2025-05-05,Sucesso,
242131b_2024,2024-07-06,Goiás,Chapecoense,Hailé Pinheiro,Campeonato Brasileiro Série B,5496,0,5496,114035.0,38195.5,75839.5,pdfs\242131b_2024.pdf,2025-05-05,Sucesso,
242132b_2024,2024-07-07,Guarani,Sport Recife,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,4286,0,4286,41370.0,79366.25,-37996.25,pdfs\242132b_2024.pdf,2025-05-05,Sucesso,
242133b_2024,2024-07-09,Mirassol,CRB,José Maria de Campos Maia,Campeonato Brasileiro Série B,1671,0,1671,33570.0,62118.57,-28548.57,pdfs\242133b_2024.pdf,2025-05-05,Sucesso,
242134b_2024,2024-07-07,Ituano,Botafogo-RJ,Dr. Novelli Junior,Campeonato Brasileiro Série B,1272,0,1272,17690.0,65849.95,-48159.95,pdfs\242134b_2024.pdf,2025-05-05,Sucesso,
242135b_2024,2024-07-06,América-MG,Operário-PR,Independência,Campeonato Brasileiro Série B,3958,27,3985,37208.0,101063.62,-63855.62,pdfs\242135b_2024.pdf,2025-05-05,Sucesso,
242136b_2024,2024-08-07,Avaí,Grêmio Novorizontino,Ressacada,Campeonato Brasileiro Série B,6166,177,6343,138533.0,183826.32,-45293.32,pdfs\242136b_2024.pdf,2025-05-05,Sucesso,
242137b_2024,2024-07-05,Brusque,Ponte Preta,Hercílio Luz,Campeonato Brasileiro Série B,499,43,542,11405.0,43570.52,-32165.52,pdfs\242137b_2024.pdf,2025-05-05,Sucesso,
242138b_2024,2024-07-07,Coritiba,Paysandu,Couto Pereira,Campeonato Brasileiro Série B,18071,0,18071,420600.0,201770.25,218829.75,pdfs\242138b_2024.pdf,2025-05-05,Sucesso,
242139b_2024,2024-08-07,Amazonas,Vila Nova,Carlos Zamith,Campeonato Brasileiro Série B,7427,0,7427,61020.0,79558.34,-18538.34,pdfs\242139b_2024.pdf,2025-05-05,Sucesso,
24213b_2024,2024-04-29,Mirassol,Ceará,José Maria de Campos Maia,Campeonato Brasileiro Série B,2172,0,2172,40620.0,62528.72,-21908.72,pdfs\24213b_2024.pdf,2025-05-05,Sucesso,
242140b_2024,2024-07-05,Ceará,Santos,Arena Castelão,Campeonato Brasileiro Série B,30171,125,30296,558119.0,299045.33,259073.67,pdfs\242140b_2024.pdf,2025-05-05,Sucesso,
242141b_2024,2024-07-14,Vila Nova,Avaí,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,7756,0,7756,150265.0,20788.13,129476.87,pdfs\242141b_2024.pdf,2025-05-05,Sucesso,
242142b_2024,2024-07-12,Ponte Preta,Mirassol,Moisés Lucarelli,Campeonato Brasileiro Série B,4370,0,4370,86650.0,95318.75,-8668.75,pdfs\242142b_2024.pdf,2025-05-05,Sucesso,
242143b_2024,2024-07-12,Botafogo-RJ,Amazonas,Santa Cruz,Campeonato Brasileiro Série B,2929,0,2929,36595.0,77447.87,-40852.87,pdfs\242143b_2024.pdf,2025-05-05,Sucesso,
242144b_2024,2024-07-13,Grêmio Novorizontino,Guarani,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,2204,0,2204,30345.0,48642.2,-18297.2,pdfs\242144b_2024.pdf,2025-05-05,Sucesso,
242145b_2024,2024-07-15,Santos,Ituano,Urbano Caldeira,Campeonato Brasileiro Série B,12839,0,12839,571587.5,263600.79,307986.71,pdfs\242145b_2024.pdf,2025-05-05,Sucesso,
242146b_2024,2024-07-14,Chapecoense,Brusque,Arena Condá,Campeonato Brasileiro Série B,2146,0,2146,46940.0,44332.07,2607.93,pdfs\242146b_2024.pdf,2025-05-05,Sucesso,
242147b_2024,2024-07-13,CRB,Coritiba,Rei Pelé,Campeonato Brasileiro Série B,5296,1490,6786,64200.0,72676.58,-8476.58,pdfs\242147b_2024.pdf,2025-05-05,Sucesso,
242148b_2024,2024-07-17,Operário-PR,Goiás,Germano Kruger,Campeonato Brasileiro Série B,3894,0,3894,59060.0,62548.81,-3488.81,pdfs\242148b_2024.pdf,2025-05-05,Sucesso,
242149b_2024,2024-07-12,Paysandu,Ceará,Curuzu,Campeonato Brasileiro Série B,14653,2255,16908,426565.0,138741.65,287823.35,pdfs\242149b_2024.pdf,2025-05-05,Sucesso,
24214b_2024,2024-04-26,Ituano,Operário-PR,Dr. Novelli Junior,Campeonato Brasileiro Série B,1268,0,1268,16210.0,69101.07,-52891.07,pdfs\24214b_2024.pdf,2025-05-05,Sucesso,
242150b_2024,2024-07-13,Sport Recife,América-MG,Arena Pernambuco,Campeonato Brasileiro Série B,16916,1919,18835,331480.0,315734.9,15745.1,pdfs\242150b_2024.pdf,2025-05-05,Sucesso,
242151b_2024,2024-07-18,Vila Nova,Santos,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,9660,0,9660,419275.0,47569.04,371705.96,pdfs\242151b_2024.pdf,2025-05-05,Sucesso,
242152b_2024,2024-07-21,Guarani,Goiás,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,4763,0,4763,44600.0,80277.81,-35677.81,pdfs\242152b_2024.pdf,2025-05-05,Sucesso,
242153b_2024,2024-07-21,Botafogo-RJ,Brusque,Santa Cruz,Campeonato Brasileiro Série B,2444,0,2444,32785.0,77061.68,-44276.68,pdfs\242153b_2024.pdf,2025-05-05,Sucesso,
242154b_2024,2024-07-18,Grêmio Novorizontino,Chapecoense,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,1791,0,1791,23365.0,51827.81,-28462.81,pdfs\242154b_2024.pdf,2025-05-05,Sucesso,
242155b_2024,2024-07-20,América-MG,Amazonas,Independência,Campeonato Brasileiro Série B,3711,0,3711,44697.0,106677.98,-61980.98,pdfs\242155b_2024.pdf,2025-05-05,Sucesso,
242156b_2024,2024-07-19,Avaí,Ceará,Ressacada,Campeonato Brasileiro Série B,6375,234,6609,154653.0,166208.74,-11555.74,pdfs\242156b_2024.pdf,2025-05-05,Sucesso,
242157b_2024,2024-07-20,CRB,Ituano,Rei Pelé,Campeonato Brasileiro Série B,9126,2581,11707,124245.0,95725.13,28519.87,pdfs\242157b_2024.pdf,2025-05-05,Sucesso,
242158b_2024,2024-07-19,Coritiba,Mirassol,Couto Pereira,Campeonato Brasileiro Série B,12149,0,12149,182410.0,191009.72,-8599.72,pdfs\242158b_2024.pdf,2025-05-05,Sucesso,
242159b_2024,2024-07-20,Paysandu,Ponte Preta,Curuzu,Campeonato Brasileiro Série B,10119,2204,12323,321622.0,127369.06,194252.94,pdfs\242159b_2024.pdf,2025-05-05,Sucesso,
24215b_2024,2024-04-27,América-MG,Grêmio Novorizontino,Independência,Campeonato Brasileiro Série B,2841,0,2841,30016.0,101572.0,-71556.0,pdfs\24215b_2024.pdf,2025-05-05,Sucesso,
242160b_2024,2024-10-16,Sport Recife,Operário-PR,Ilha do Retiro,Campeonato Brasileiro Série B,26345,1419,27764,912570.0,418949.64,493620.36,pdfs\242160b_2024.pdf,2025-05-05,Sucesso,
242161b_2024,2024-07-25,Goiás,CRB,Hailé Pinheiro,Campeonato Brasileiro Série B,6341,0,6341,105140.0,37088.2,68051.8,pdfs\242161b_2024.pdf,2025-05-05,Sucesso,
242162b_2024,2024-07-23,Ponte Preta,Vila Nova,Moisés Lucarelli,Campeonato Brasileiro Série B,4410,0,4410,89150.0,93632.54,-4482.54,pdfs\242162b_2024.pdf,2025-05-05,Sucesso,
242163b_2024,2024-07-23,Mirassol,Avaí,José Maria de Campos Maia,Campeonato Brasileiro Série B,2722,0,2722,53510.0,66285.25,-12775.25,pdfs\242163b_2024.pdf,2025-05-05,Sucesso,
242164b_2024,2024-07-23,Ituano,América-MG,Dr. Novelli Junior,Campeonato Brasileiro Série B,1262,0,1262,17610.0,66449.38,-48839.38,pdfs\242164b_2024.pdf,2025-05-05,Sucesso,
242165b_2024,2024-07-22,Santos,Coritiba,Urbano Caldeira,Campeonato Brasileiro Série B,11928,0,11928,547525.0,265824.59,281700.41,pdfs\242165b_2024.pdf,2025-05-05,Sucesso,
242166b_2024,2024-07-23,Chapecoense,Sport Recife,Arena Condá,Campeonato Brasileiro Série B,4565,0,4565,108070.0,81853.78,26216.22,pdfs\242166b_2024.pdf,2025-05-05,Sucesso,
242167b_2024,2024-07-24,Brusque,Paysandu,Ressacada,Campeonato Brasileiro Série B,1252,0,1252,84650.0,38423.62,46226.38,pdfs\242167b_2024.pdf,2025-05-05,Sucesso,
242168b_2024,2024-07-23,Operário-PR,Grêmio Novorizontino,Germano Kruger,Campeonato Brasileiro Série B,4071,0,4071,68730.0,63016.3,5713.7,pdfs\242168b_2024.pdf,2025-05-05,Sucesso,
242169b_2024,2024-07-24,Amazonas,Guarani,Carlos Zamith,Campeonato Brasileiro Série B,6598,0,6598,29730.0,76162.44,-46432.44,pdfs\242169b_2024.pdf,2025-05-05,Sucesso,
24216b_2024,2024-04-26,Avaí,Santos,Ressacada,Campeonato Brasileiro Série B,12091,0,12091,509524.0,229576.93,279947.07,pdfs\24216b_2024.pdf,2025-05-05,Sucesso,
242170b_2024,2024-07-25,Ceará,Botafogo-SP,Arena Castelão,Campeonato Brasileiro Série B,18262,62,18324,224307.0,205661.58,18645.42,pdfs\242170b_2024.pdf,2025-05-05,Sucesso,
242171b_2024,2024-10-25,Goiás,Amazonas,Hailé Pinheiro,Campeonato Brasileiro Série B,3349,0,3349,42460.0,32152.43,10307.57,pdfs\242171b_2024.pdf,2025-05-05,Sucesso,
242172b_2024,2024-07-28,Guarani,Brusque,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,2974,0,2974,24950.0,77426.09,-52476.09,pdfs\242172b_2024.pdf,2025-05-05,Sucesso,
242173b_2024,2024-07-27,Mirassol,Operário-PR,José Maria de Campos Maia,Campeonato Brasileiro Série B,1765,0,1765,34980.0,66892.42,-31912.42,pdfs\242173b_2024.pdf,2025-05-05,Sucesso,
242174b_2024,2024-07-26,Ituano,Vila Nova,Dr. Novelli Junior,Campeonato Brasileiro Série B,1188,0,1188,16310.0,67385.38,-51075.38,pdfs\242174b_2024.pdf,2025-05-05,Sucesso,
242175b_2024,2024-07-28,América-MG,Ceará,Independência,Campeonato Brasileiro Série B,2293,0,2293,23981.0,106708.83,-82727.83,pdfs\242175b_2024.pdf,2025-05-05,Sucesso,
242176b_2024,2024-07-30,Avaí,Botafogo-SP,Ressacada,Campeonato Brasileiro Série B,5019,0,5019,108038.0,147223.67,-39185.67,pdfs\242176b_2024.pdf,2025-05-05,Sucesso,
242177b_2024,2024-07-28,CRB,Santos,Rei Pelé,Campeonato Brasileiro Série B,13915,2583,16498,358740.0,144652.54,214087.46,pdfs\242177b_2024.pdf,2025-05-05,Sucesso,
242178b_2024,2024-07-27,Coritiba,Chapecoense,Couto Pereira,Campeonato Brasileiro Série B,12767,0,12767,199450.0,207072.83,-7622.83,pdfs\242178b_2024.pdf,2025-05-05,Sucesso,
242179b_2024,2024-07-29,Paysandu,Grêmio Novorizontino,Curuzu,Campeonato Brasileiro Série B,9341,2174,11515,195964.0,95243.51,100720.49,pdfs\242179b_2024.pdf,2025-05-05,Sucesso,
24217b_2024,2024-04-27,CRB,Amazonas,Rei Pelé,Campeonato Brasileiro Série B,4492,1376,5868,55590.0,77735.54,-22145.54,pdfs\24217b_2024.pdf,2025-05-05,Sucesso,
242180b_2024,2024-07-27,Sport Recife,Ponte Preta,Arena Pernambuco,Campeonato Brasileiro Série B,14307,1780,16087,231940.0,265368.85,-33428.85,pdfs\242180b_2024.pdf,2025-05-05,Sucesso,
242181b_2024,2024-05-08,Vila Nova,Paysandu,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,6663,0,6663,105900.0,16031.5,89868.5,pdfs\242181b_2024.pdf,2025-05-05,Sucesso,
242182b_2024,2024-08-04,Ponte Preta,Avaí,Moisés Lucarelli,Campeonato Brasileiro Série B,6714,0,6714,141340.0,106285.72,35054.28,pdfs\242182b_2024.pdf,2025-05-05,Sucesso,
242183b_2024,2024-08-03,Botafogo-RJ,Coritiba,Santa Cruz,Campeonato Brasileiro Série B,2702,0,2702,38915.0,78221.35,-39306.35,pdfs\242183b_2024.pdf,2025-05-05,Sucesso,
242184b_2024,2024-08-04,Grêmio Novorizontino,Goiás,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,2691,0,2691,37720.0,44763.9,-7043.9,pdfs\242184b_2024.pdf,2025-05-05,Sucesso,
242185b_2024,2024-08-02,Santos,Sport Recife,Urbano Caldeira,Campeonato Brasileiro Série B,13629,0,13629,609553.75,272659.72,336894.03,pdfs\242185b_2024.pdf,2025-05-05,Sucesso,
242186b_2024,2024-05-08,Chapecoense,Mirassol,Arena Condá,Campeonato Brasileiro Série B,3448,75,3523,75150.0,66231.84,8918.16,pdfs\242186b_2024.pdf,2025-05-05,Sucesso,
242187b_2024,2024-08-02,Brusque,América-MG,Ressacada,Campeonato Brasileiro Série B,48,0,48,1230.0,28042.26,-26812.26,pdfs\242187b_2024.pdf,2025-05-05,Sucesso,
242188b_2024,2024-04-08,Operário-PR,CRB,Germano Kruger,Campeonato Brasileiro Série B,3598,0,3598,58075.0,61343.38,-3268.38,pdfs\242188b_2024.pdf,2025-05-05,Sucesso,
242189b_2024,2024-08-03,Amazonas,Ituano,Carlos Zamith,Campeonato Brasileiro Série B,5322,3793,9115,14025.0,62280.81,-48255.81,pdfs\242189b_2024.pdf,2025-05-05,Sucesso,
24218b_2024,2024-04-28,Coritiba,Brusque,Couto Pereira,Campeonato Brasileiro Série B,16085,0,16085,282865.0,193670.22,89194.78,pdfs\24218b_2024.pdf,2025-05-05,Sucesso,
242190b_2024,2024-08-06,Ceará,Guarani,Arena Castelão,Campeonato Brasileiro Série B,30946,60,31006,450558.0,276303.2,174254.8,pdfs\242190b_2024.pdf,2025-05-05,Sucesso,
242191b_2024,2024-08-12,Goiás,Ceará,Hailé Pinheiro,Campeonato Brasileiro Série B,4071,0,4071,62510.0,33594.3,28915.7,pdfs\242191b_2024.pdf,2025-05-05,Sucesso,
242192b_2024,2024-08-12,Guarani,Vila Nova,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,2477,0,2477,21110.0,77540.38,-56430.38,pdfs\242192b_2024.pdf,2025-05-05,Sucesso,
242193b_2024,2024-08-09,Mirassol,Brusque,José Maria de Campos Maia,Campeonato Brasileiro Série B,1187,0,1187,23240.0,61671.62,-38431.62,pdfs\242193b_2024.pdf,2025-05-05,Sucesso,
242194b_2024,2024-08-10,Ituano,Chapecoense,Dr. Novelli Junior,Campeonato Brasileiro Série B,912,0,912,11440.0,67044.7,-55604.7,pdfs\242194b_2024.pdf,2025-05-05,Sucesso,
242195b_2024,2024-08-09,América-MG,Botafogo-SP,Independência,Campeonato Brasileiro Série B,2138,0,2138,21636.0,100311.58,-78675.58,pdfs\242195b_2024.pdf,2025-05-05,Sucesso,
242196b_2024,2024-08-09,Avaí,Operário-PR,Ressacada,Campeonato Brasileiro Série B,4130,135,4265,89855.0,133638.53,-43783.53,pdfs\242196b_2024.pdf,2025-05-05,Sucesso,
242197b_2024,2024-08-11,CRB,Grêmio Novorizontino,Rei Pelé,Campeonato Brasileiro Série B,3758,1366,5124,47350.0,70437.11,-23087.11,pdfs\242197b_2024.pdf,2025-05-05,Sucesso,
242198b_2024,2024-08-11,Coritiba,Ponte Preta,Couto Pereira,Campeonato Brasileiro Série B,15953,0,15953,216570.0,202340.82,14229.18,pdfs\242198b_2024.pdf,2025-05-05,Sucesso,
242199b_2024,2024-08-09,Paysandu,Santos,Mangueirão,Campeonato Brasileiro Série B,33054,3666,36720,1538134.0,507154.14,1030979.86,pdfs\242199b_2024.pdf,2025-05-05,Sucesso,
24219b_2024,2024-04-27,Paysandu,Botafogo-SP,Mangueirão,Campeonato Brasileiro Série B,10320,0,10320,276785.0,197389.49,79395.51,pdfs\24219b_2024.pdf,2025-05-05,Sucesso,
2421b_2024,2024-04-22,Vila Nova,Guarani,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,4403,0,4403,65495.0,11242.82,54252.18,pdfs\2421b_2024.pdf,2025-05-05,Sucesso,
242200b_2024,2024-08-10,Sport Recife,Amazonas,Arena Pernambuco,Campeonato Brasileiro Série B,20283,2049,22332,378830.0,299293.04,79536.96,pdfs\242200b_2024.pdf,2025-05-05,Sucesso,
242201b_2024,2024-08-16,Vila Nova,Sport Recife,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,5191,384,5575,65645.0,11958.89,53686.11,pdfs\242201b_2024.pdf,2025-05-05,Sucesso,
242202b_2024,2024-08-16,Ponte Preta,Goiás,Moisés Lucarelli,Campeonato Brasileiro Série B,5503,0,5503,110020.0,99159.53,10860.47,pdfs\242202b_2024.pdf,2025-05-05,Sucesso,
242203b_2024,2024-08-18,Botafogo-RJ,Paysandu,Santa Cruz,Campeonato Brasileiro Série B,2717,0,2717,37650.0,79376.75,-41726.75,pdfs\242203b_2024.pdf,2025-05-05,Sucesso,
242204b_2024,2024-08-16,Grêmio Novorizontino,América-MG,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,2049,0,2049,27465.0,47404.32,-19939.32,pdfs\242204b_2024.pdf,2025-05-05,Sucesso,
242205b_2024,2024-08-17,Santos,Avaí,Urbano Caldeira,Campeonato Brasileiro Série B,13545,0,13545,625663.75,266320.36,359343.39,pdfs\242205b_2024.pdf,2025-05-05,Sucesso,
242206b_2024,2024-08-17,Chapecoense,Guarani,Arena Condá,Campeonato Brasileiro Série B,4442,75,4442,94180.0,84961.94,9218.06,pdfs\242206b_2024.pdf,2025-05-05,Sucesso,
242207b_2024,2024-08-18,Brusque,Coritiba,Ressacada,Campeonato Brasileiro Série B,976,0,976,52500.0,43351.19,9148.81,pdfs\242207b_2024.pdf,2025-05-05,Sucesso,
242208b_2024,2024-08-15,Operário-PR,Ituano,Germano Kruger,Campeonato Brasileiro Série B,2882,0,2882,39740.0,63014.43,-23274.43,pdfs\242208b_2024.pdf,2025-05-05,Sucesso,
242209b_2024,2024-08-17,Amazonas,CRB,Arena da Amazônia,Campeonato Brasileiro Série B,4795,0,4795,26710.0,71500.69,-44790.69,pdfs\242209b_2024.pdf,2025-05-05,Sucesso,
24220b_2024,2024-04-26,Sport Recife,Vila Nova,Arena Pernambuco,Campeonato Brasileiro Série B,14282,2037,16319,228120.0,304522.23,-76402.23,pdfs\24220b_2024.pdf,2025-05-05,Sucesso,
242210b_2024,2024-08-17,Ceará,Mirassol,Arena Castelão,Campeonato Brasileiro Série B,40487,136,40487,718161.0,366626.2,351534.8,pdfs\242210b_2024.pdf,2025-05-05,Sucesso,
242211b_2024,2024-08-21,Goiás,Brusque,Hailé Pinheiro,Campeonato Brasileiro Série B,4342,0,4342,52260.0,31112.11,21147.89,pdfs\242211b_2024.pdf,2025-05-05,Sucesso,
