id_jogo_cbf,data_jogo,time_mandante,time_visitante,estadio,competicao,publico_pagante,publico_nao_pagante,publico_total,receita_bruta_total,despesa_total,resultado_liquido,caminho_pdf_local,data_processamento,status,log_erro
242212b_2024,2024-08-21,Guarani,Santos,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,10567,0,10567,109630.0,91704.34,17925.66,pdfs\242212b_2024.pdf,2025-05-05,Sucesso,
242213b_2024,2024-08-21,Mirassol,Botafogo-RJ,José Maria de Campos Maia,Campeonato Brasileiro Série B,2885,0,2885,58290.0,65231.64,-6941.64,pdfs\242213b_2024.pdf,2025-05-05,Sucesso,
242214b_2024,2024-08-20,Grêmio Novorizontino,Ituano,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,2256,0,2256,29800.0,53865.98,-24065.98,pdfs\242214b_2024.pdf,2025-05-05,Sucesso,
242215b_2024,2024-08-21,América-MG,Chapecoense,Independência,Campeonato Brasileiro Série B,2374,0,2374,23636.0,99265.72,-75629.72,pdfs\242215b_2024.pdf,2025-05-05,Sucesso,
242216b_2024,2024-08-22,Avaí,Paysandu,Ressacada,Campeonato Brasileiro Série B,7455,328,7783,198198.0,183875.68,14322.32,pdfs\242216b_2024.pdf,2025-05-05,Sucesso,
242217b_2024,2024-08-21,CRB,Ceará,Rei Pelé,Campeonato Brasileiro Série B,3731,0,3731,40690.0,80335.27,-39645.27,pdfs\242217b_2024.pdf,2025-05-05,Sucesso,
242218b_2024,2024-08-20,Operário-PR,Vila Nova,Germano Kruger,Campeonato Brasileiro Série B,3090,0,3090,41755.0,58309.38,-16554.38,pdfs\242218b_2024.pdf,2025-05-05,Sucesso,
242219b_2024,2024-08-20,Amazonas,Ponte Preta,Arena da Amazônia,Campeonato Brasileiro Série B,6543,0,6543,43570.0,74622.24,-31052.24,pdfs\242219b_2024.pdf,2025-05-05,Sucesso,
24221b_2024,2024-04-05,Vila Nova,Operário-PR,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,5168,0,5168,85870.0,14084.8,71785.2,pdfs\24221b_2024.pdf,2025-05-05,Sucesso,
242220b_2024,2024-08-22,Sport Recife,Coritiba,Arena Pernambuco,Campeonato Brasileiro Série B,11603,1832,13435,170975.0,239566.27,-68591.27,pdfs\242220b_2024.pdf,2025-05-05,Sucesso,
242221b_2024,2024-08-25,Vila Nova,América-MG,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,9510,297,9807,192895.0,24822.1,168072.9,pdfs\242221b_2024.pdf,2025-05-05,Sucesso,
242222b_2024,2024-08-23,Ponte Preta,Operário-PR,Moisés Lucarelli,Campeonato Brasileiro Série B,3775,0,3775,73490.0,92879.15,-19389.15,pdfs\242222b_2024.pdf,2025-05-05,Sucesso,
242223b_2024,2024-10-09,Botafogo-RJ,Guarani,Santa Cruz,Campeonato Brasileiro Série B,2879,0,2879,33315.0,78367.43,-45052.43,pdfs\242223b_2024.pdf,2025-05-05,Sucesso,
242224b_2024,2024-08-24,Ituano,Goiás,Dr. Novelli Junior,Campeonato Brasileiro Série B,1171,0,1171,17520.0,65798.69,-48278.69,pdfs\242224b_2024.pdf,2025-05-05,Sucesso,
242225b_2024,2024-08-24,Santos,Amazonas,Urbano Caldeira,Campeonato Brasileiro Série B,10967,0,10967,488550.0,259852.42,228697.58,pdfs\242225b_2024.pdf,2025-05-05,Sucesso,
242226b_2024,2024-08-25,Chapecoense,CRB,Arena Condá,Campeonato Brasileiro Série B,3037,0,3037,62510.0,63783.28,-1273.28,pdfs\242226b_2024.pdf,2025-05-05,Sucesso,
242227b_2024,2024-08-27,Brusque,Sport Recife,Ressacada,Campeonato Brasileiro Série B,158,0,158,4860.0,34448.44,-29588.44,pdfs\242227b_2024.pdf,2025-05-05,Sucesso,
242228b_2024,2024-08-27,Coritiba,Avaí,Couto Pereira,Campeonato Brasileiro Série B,12833,0,12833,188.26,196888.72,-8628.72,pdfs\242228b_2024.pdf,2025-05-05,Sucesso,
242229b_2024,2024-08-26,Paysandu,Mirassol,Banpará Curuzu,Campeonato Brasileiro Série B,7076,2173,4903,141736.0,93452.33,48283.67,pdfs\242229b_2024.pdf,2025-05-05,Sucesso,
24222b_2024,2024-05-06,Ponte Preta,Amazonas,Moisés Lucarelli,Campeonato Brasileiro Série B,4446,0,4446,89640.0,91859.6,-2219.6,pdfs\24222b_2024.pdf,2025-05-05,Sucesso,
242230b_2024,2024-08-26,Ceará,Grêmio Novorizontino,Arena Castelão,Campeonato Brasileiro Série B,20334,93,20427,253229.0,216572.15,36656.85,pdfs\242230b_2024.pdf,2025-05-05,Sucesso,
242231b_2024,2024-09-01,Goiás,Paysandu,Hailé Pinheiro,Campeonato Brasileiro Série B,6241,0,6241,118035.0,39106.24,78928.76,pdfs\242231b_2024.pdf,2025-05-05,Sucesso,
242232b_2024,2024-09-03,Guarani,Coritiba,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,5139,0,5139,49560.0,77551.49,-27991.49,pdfs\242232b_2024.pdf,2025-05-05,Sucesso,
242233b_2024,2024-09-03,Mirassol,América-MG,José Maria de Campos Maia,Campeonato Brasileiro Série B,2857,0,2857,58730.0,68292.12,-9562.12,pdfs\242233b_2024.pdf,2025-05-05,Sucesso,
242234b_2024,2024-08-31,Grêmio Novorizontino,Vila Nova,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,2691,0,2691,39765.0,49638.72,-9873.72,pdfs\242234b_2024.pdf,2025-05-05,Sucesso,
242235b_2024,2024-08-30,Santos,Ponte Preta,Urbano Caldeira,Campeonato Brasileiro Série B,6946,0,6946,275725.0,225590.3,50134.7,pdfs\242235b_2024.pdf,2025-05-05,Sucesso,
242236b_2024,2024-08-31,Chapecoense,Botafogo-SP,Arena Condá,Campeonato Brasileiro Série B,4364,0,4364,88080.0,80618.45,7461.55,pdfs\242236b_2024.pdf,2025-05-05,Sucesso,
242237b_2024,2024-08-31,CRB,Avaí,Rei Pelé,Campeonato Brasileiro Série B,3955,1494,5449,38810.0,79208.11,-40398.11,pdfs\242237b_2024.pdf,2025-05-05,Sucesso,
242238b_2024,2024-02-09,Operário-PR,Brusque,Germano Kruger,Campeonato Brasileiro Série B,3527,0,3527,47420.0,61491.46,-14071.46,pdfs\242238b_2024.pdf,2025-05-05,Sucesso,
242239b_2024,2024-01-09,Amazonas,Ceará,Arena da Amazônia,Campeonato Brasileiro Série B,10065,0,10065,90285.0,105495.22,-15210.22,pdfs\242239b_2024.pdf,2025-05-05,Sucesso,
24223b_2024,2024-05-07,Botafogo-RJ,Mirassol,Santa Cruz,Campeonato Brasileiro Série B,2907,0,2907,37235.0,78685.32,-41450.32,pdfs\24223b_2024.pdf,2025-05-05,Sucesso,
242240b_2024,2024-09-02,Sport Recife,Ituano,Arena Pernambuco,Campeonato Brasileiro Série B,8870,1675,10545,126370.0,191555.64,-65185.64,pdfs\242240b_2024.pdf,2025-05-05,Sucesso,
242241b_2024,2024-09-04,Vila Nova,CRB,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,7002,4181,11183,129405.0,18392.84,111012.16,pdfs\242241b_2024.pdf,2025-05-05,Sucesso,
242242b_2024,2024-09-09,Ponte Preta,Chapecoense,Moisés Lucarelli,Campeonato Brasileiro Série B,3748,0,3748,74540.0,95708.83,-21168.83,pdfs\242242b_2024.pdf,2025-05-05,Sucesso,
242243b_2024,2024-09-09,Botafogo-RJ,Goiás,Santa Cruz,Campeonato Brasileiro Série B,2999,0,2999,43035.0,81176.64,-38141.64,pdfs\242243b_2024.pdf,2025-05-05,Sucesso,
242244b_2024,2024-09-07,Ituano,Mirassol,Dr. Novelli Junior,Campeonato Brasileiro Série B,1405,0,1405,20280.0,69370.05,-49090.05,pdfs\242244b_2024.pdf,2025-05-05,Sucesso,
242245b_2024,2024-09-08,América-MG,Guarani,Independência,Campeonato Brasileiro Série B,2647,5,2652,29834.0,98814.33,-68980.33,pdfs\242245b_2024.pdf,2025-05-05,Sucesso,
242246b_2024,2024-07-09,Avaí,Sport Recife,Ressacada,Campeonato Brasileiro Série B,9527,57,9584,250165.0,217861.44,32303.56,pdfs\242246b_2024.pdf,2025-05-05,Sucesso,
242247b_2024,2024-09-07,Brusque,Santos,Brusque,Campeonato Brasileiro Série B,4927,327,5254,557227.0,68432.78,488794.22,pdfs\242247b_2024.pdf,2025-05-05,Sucesso,
242248b_2024,2024-09-08,Coritiba,Grêmio Novorizontino,Couto Pereira,Campeonato Brasileiro Série B,19249,0,19249,356500.0,222061.24,134438.76,pdfs\242248b_2024.pdf,2025-05-05,Sucesso,
242249b_2024,2024-09-05,Paysandu,Amazonas,Curuzu,Campeonato Brasileiro Série B,9125,2340,9125,219588.0,87140.9,110196.3,pdfs\242249b_2024.pdf,2025-05-05,Sucesso,
24224b_2024,2024-05-04,Ituano,Grêmio Novorizontino,Dr. Novelli Junior,Campeonato Brasileiro Série B,1118,0,1118,15150.0,73992.32,-58842.32,pdfs\24224b_2024.pdf,2025-05-05,Sucesso,
242250b_2024,2024-09-08,Ceará,Operário-PR,Arena Castelão,Campeonato Brasileiro Série B,47123,147,47270,897656.0,429338.21,468317.79,pdfs\242250b_2024.pdf,2025-05-05,Sucesso,
242251b_2024,2024-09-13,Goiás,Avaí,Hailé Pinheiro,Campeonato Brasileiro Série B,1810,0,1810,29260.0,29463.18,-203.18,pdfs\242251b_2024.pdf,2025-05-05,Sucesso,
242252b_2024,2024-09-13,Ponte Preta,Ituano,Moisés Lucarelli,Campeonato Brasileiro Série B,3309,0,3309,65610.0,87775.71,-22165.71,pdfs\242252b_2024.pdf,2025-05-05,Sucesso,
242253b_2024,2024-09-14,Mirassol,Amazonas,José Maria de Campos Maia,Campeonato Brasileiro Série B,2269,0,2269,47890.0,61715.65,-13825.65,pdfs\242253b_2024.pdf,2025-05-05,Sucesso,
242254b_2024,2024-09-13,Grêmio Novorizontino,Botafogo-RJ,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,7312,0,7312,112940.0,51054.54,61885.46,pdfs\242254b_2024.pdf,2025-05-05,Sucesso,
242255b_2024,2024-09-15,Santos,América-MG,Urbano Caldeira,Campeonato Brasileiro Série B,10160,0,10160,451762.5,245788.91,205973.59,pdfs\242255b_2024.pdf,2025-05-05,Sucesso,
242256b_2024,2024-09-15,Chapecoense,Ceará,Arena Condá,Campeonato Brasileiro Série B,3793,75,3868,80810.0,77050.48,3759.52,pdfs\242256b_2024.pdf,2025-05-05,Sucesso,
242257b_2024,2024-09-14,Brusque,Vila Nova,Hercílio Luz,Campeonato Brasileiro Série B,521,0,521,11450.0,11326.17,123.83,pdfs\242257b_2024.pdf,2025-05-05,Sucesso,
242258b_2024,2024-09-15,Operário-PR,Coritiba,Germano Kruger,Campeonato Brasileiro Série B,2391,0,2391,116650.0,71813.22,44836.78,pdfs\242258b_2024.pdf,2025-05-05,Sucesso,
242259b_2024,2024-09-14,Paysandu,Guarani,Banpará,Campeonato Brasileiro Série B,7261,2369,9630,235517.0,110890.09,124626.91,pdfs\242259b_2024.pdf,2025-05-05,Sucesso,
24225b_2024,2024-05-06,Santos,Guarani,Urbano Caldeira,Campeonato Brasileiro Série B,0,0,0,0.0,63.90886,-63908.86,pdfs\24225b_2024.pdf,2025-05-05,Sucesso,
242260b_2024,2024-09-15,Sport Recife,CRB,Arena Pernambuco,Campeonato Brasileiro Série B,14614,1772,16386,339125.0,300494.25,38630.75,pdfs\242260b_2024.pdf,2025-05-05,Sucesso,
242261b_2024,2024-09-18,Vila Nova,Chapecoense,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,6680,426,7106,113260.0,16872.18,96387.82,pdfs\242261b_2024.pdf,2025-05-05,Sucesso,
242262b_2024,2024-09-17,Guarani,Mirassol,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,2551,0,2551,23160.0,80804.77,-57644.77,pdfs\242262b_2024.pdf,2025-05-05,Sucesso,
242263b_2024,2024-09-19,Botafogo-RJ,Santos,Santa Cruz,Campeonato Brasileiro Série B,8726,0,8726,356225.0,157711.08,198513.92,pdfs\242263b_2024.pdf,2025-05-05,Sucesso,
242264b_2024,2024-09-17,Grêmio Novorizontino,Brusque,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,5551,0,5551,81525.0,53607.54,27917.46,pdfs\242264b_2024.pdf,2025-05-05,Sucesso,
242265b_2024,2024-09-18,América-MG,Paysandu,Independência,Campeonato Brasileiro Série B,1905,10,1915,19072.0,102050.57,-82978.57,pdfs\242265b_2024.pdf,2025-05-05,Sucesso,
242266b_2024,2024-09-17,Avaí,Ituano,Ressacada,Campeonato Brasileiro Série B,4136,81,4217,92934.0,138508.89,-45574.89,pdfs\242266b_2024.pdf,2025-05-05,Sucesso,
242267b_2024,2024-09-19,CRB,Ponte Preta,Rei Pelé,Campeonato Brasileiro Série B,5272,2207,5272,33010.0,73046.61,-40036.61,pdfs\242267b_2024.pdf,2025-05-05,Sucesso,
242268b_2024,2024-09-18,Coritiba,Ceará,Couto Pereira,Campeonato Brasileiro Série B,10586,0,10586,210575.0,217727.48,-7152.48,pdfs\242268b_2024.pdf,2025-05-05,Sucesso,
242269b_2024,2024-09-18,Amazonas,Operário-PR,Arena da Amazônia,Campeonato Brasileiro Série B,5990,0,5990,39865.0,82489.19,-42624.19,pdfs\242269b_2024.pdf,2025-05-05,Sucesso,
24226b_2024,2024-04-05,Chapecoense,América-MG,Arena Condá,Campeonato Brasileiro Série B,4503,75,4578,110240.0,16495.5,93744.5,pdfs\24226b_2024.pdf,2025-05-05,Sucesso,
242270b_2024,2024-09-18,Sport Recife,Goiás,Arena Pernambuco,Campeonato Brasileiro Série B,14432,1689,16121,239110.0,270264.7,-31154.7,pdfs\242270b_2024.pdf,2025-05-05,Sucesso,
242271b_2024,2024-09-21,Goiás,Mirassol,Hailé Pinheiro,Campeonato Brasileiro Série B,5687,0,5687,67295.0,33511.44,33783.56,pdfs\242271b_2024.pdf,2025-05-05,Sucesso,
242272b_2024,2024-09-24,Ponte Preta,América-MG,Moisés Lucarelli,Campeonato Brasileiro Série B,3229,0,3229,64080.0,96807.89,-32727.89,pdfs\242272b_2024.pdf,2025-05-05,Sucesso,
242273b_2024,2024-09-24,Botafogo-RJ,CRB,Santa Cruz,Campeonato Brasileiro Série B,1419,0,1419,17590.0,76037.74,-58447.74,pdfs\242273b_2024.pdf,2025-05-05,Sucesso,
242274b_2024,2024-09-21,Ituano,Coritiba,Dr. Novelli Junior,Campeonato Brasileiro Série B,1652,0,1652,26670.0,68951.2,-42281.2,pdfs\242274b_2024.pdf,2025-05-05,Sucesso,
242275b_2024,2024-09-23,Santos,Grêmio Novorizontino,Urbano Caldeira,Campeonato Brasileiro Série B,11119,0,11119,395671.25,255928.88,139742.37,pdfs\242275b_2024.pdf,2025-05-05,Sucesso,
242276b_2024,2024-09-22,Chapecoense,Avaí,Arena Condá,Campeonato Brasileiro Série B,6503,75,6578,144960.0,122293.7,22666.3,pdfs\242276b_2024.pdf,2025-05-05,Sucesso,
242277b_2024,2024-09-23,Brusque,Amazonas,Hercílio Luz,Campeonato Brasileiro Série B,510,42,552,12265.0,10075.47,2189.53,pdfs\242277b_2024.pdf,2025-05-05,Sucesso,
242278b_2024,2024-09-24,Operário-PR,Guarani,Germano Kruger,Campeonato Brasileiro Série B,3511,0,3511,51935.0,62247.18,-10312.18,pdfs\242278b_2024.pdf,2025-05-05,Sucesso,
242279b_2024,2024-09-23,Paysandu,Sport Recife,Banpará Curuzu,Campeonato Brasileiro Série B,6186,1932,8118,185970.0,133407.18,52562.82,pdfs\242279b_2024.pdf,2025-05-05,Sucesso,
24227b_2024,2024-05-05,Brusque,Goiás,Hercílio Luz,Campeonato Brasileiro Série B,940,0,940,24255.0,48588.13,-24333.13,pdfs\24227b_2024.pdf,2025-05-05,Sucesso,
242280b_2024,2024-09-22,Ceará,Vila Nova,Arena Castelão,Campeonato Brasileiro Série B,16883,118,17001,192227.0,209271.36,-17044.36,pdfs\242280b_2024.pdf,2025-05-05,Sucesso,
242281b_2024,2024-09-28,Vila Nova,Botafogo-SP,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,6366,0,6366,116545.0,17216.49,99328.51,pdfs\242281b_2024.pdf,2025-05-05,Sucesso,
242282b_2024,2024-09-30,Guarani,Avaí,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,3330,0,3330,29490.0,71861.56,-42371.56,pdfs\242282b_2024.pdf,2025-05-05,Sucesso,
242283b_2024,2024-09-29,Mirassol,Sport Recife,José Maria de Campos Maia,Campeonato Brasileiro Série B,7417,0,7417,106010.0,81205.32,24804.68,pdfs\242283b_2024.pdf,2025-05-05,Sucesso,
242284b_2024,2024-09-30,Grêmio Novorizontino,Ponte Preta,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,5502,0,5502,77360.0,52007.81,25352.19,pdfs\242284b_2024.pdf,2025-05-05,Sucesso,
242285b_2024,2024-09-28,Santos,Operário-PR,Urbano Caldeira,Campeonato Brasileiro Série B,9938,0,9938,455995.0,257356.78,198638.22,pdfs\242285b_2024.pdf,2025-05-05,Sucesso,
242286b_2024,2024-09-26,Chapecoense,Amazonas,Arena Condá,Campeonato Brasileiro Série B,3229,65,3294,65930.0,69765.63,-3835.63,pdfs\242286b_2024.pdf,2025-05-05,Sucesso,
242287b_2024,2024-09-29,CRB,América-MG,Rei Pelé,Campeonato Brasileiro Série B,5779,1508,7287,47340.0,78744.36,-31404.36,pdfs\242287b_2024.pdf,2025-05-05,Sucesso,
242288b_2024,2024-09-27,Coritiba,Goiás,Couto Pereira,Campeonato Brasileiro Série B,21081,0,21081,428480.0,227962.55,200517.45,pdfs\242288b_2024.pdf,2025-05-05,Sucesso,
242289b_2024,2024-09-27,Paysandu,Ituano,Curuzu,Campeonato Brasileiro Série B,8842,2243,8842,156180.0,101593.4,54586.6,pdfs\242289b_2024.pdf,2025-05-05,Sucesso,
24228b_2024,2024-03-05,Coritiba,Sport Recife,Couto Pereira,Campeonato Brasileiro Série B,16102,0,16102,266265.0,204466.96,61798.04,pdfs\24228b_2024.pdf,2025-05-05,Sucesso,
242290b_2024,2024-09-27,Ceará,Brusque,Arena Castelão,Campeonato Brasileiro Série B,45184,109,45293,654738.0,366566.22,288171.78,pdfs\242290b_2024.pdf,2025-05-05,Sucesso,
242291b_2024,2024-07-10,Goiás,Santos,Hailé Pinheiro,Campeonato Brasileiro Série B,8478,0,8478,141955.0,41491.57,100463.43,pdfs\242291b_2024.pdf,2025-05-05,Sucesso,
242292b_2024,2024-10-05,Ponte Preta,Botafogo-RJ,Moisés Lucarelli,Campeonato Brasileiro Série B,4052,0,4052,82200.0,95907.56,-13707.56,pdfs\242292b_2024.pdf,2025-05-05,Sucesso,
242293b_2024,2024-05-10,Mirassol,Vila Nova,José Maria de Campos Maia,Campeonato Brasileiro Série B,5594,0,5594,77330.0,69737.16,7592.84,pdfs\242293b_2024.pdf,2025-05-05,Sucesso,
242294b_2024,2024-10-05,Ituano,Guarani,Dr. Novelli Junior,Campeonato Brasileiro Série B,2744,0,2744,50240.0,69009.95,-18769.95,pdfs\242294b_2024.pdf,2025-05-05,Sucesso,
242295b_2024,2024-04-10,América-MG,Coritiba,Independência,Campeonato Brasileiro Série B,3051,44,3095,32471.0,100934.84,-68463.84,pdfs\242295b_2024.pdf,2025-05-05,Sucesso,
242296b_2024,2024-04-10,Avaí,Brusque,Ressacada,Campeonato Brasileiro Série B,4757,0,4757,106007.0,165492.99,-59485.99,pdfs\242296b_2024.pdf,2025-05-05,Sucesso,
242297b_2024,2024-10-04,CRB,Paysandu,Rei Pelé,Campeonato Brasileiro Série B,10120,2285,12405,86520.0,97895.15,-11375.15,pdfs\242297b_2024.pdf,2025-05-05,Sucesso,
242298b_2024,2024-03-10,Operário-PR,Chapecoense,Germano Kruger,Campeonato Brasileiro Série B,2497,0,2497,35985.0,56072.42,-20087.42,pdfs\242298b_2024.pdf,2025-05-05,Sucesso,
242299b_2024,2024-04-10,Amazonas,Grêmio Novorizontino,Arena da Amazônia,Campeonato Brasileiro Série B,8852,5736,14588,67150.0,88311.26,-21161.26,pdfs\242299b_2024.pdf,2025-05-05,Sucesso,
24229b_2024,2024-03-05,Paysandu,Avaí,Curuzu,Campeonato Brasileiro Série B,9303,2005,11308,258650.0,95687.2,162962.8,pdfs\24229b_2024.pdf,2025-05-05,Sucesso,
2422b_2024,2024-04-21,Ponte Preta,Coritiba,Moisés Lucarelli,Campeonato Brasileiro Série B,6232,0,6232,136060.0,92785.84,43274.16,pdfs\2422b_2024.pdf,2025-05-05,Sucesso,
242300b_2024,2024-07-10,Sport Recife,Ceará,Ilha do Retiro,Campeonato Brasileiro Série B,26345,1991,28336,971415.0,410739.62,560675.38,pdfs\242300b_2024.pdf,2025-05-05,Sucesso,
242301b_2024,2024-10-13,Goiás,Vila Nova,Hailé Pinheiro,Campeonato Brasileiro Série B,11371,0,11371,145060.0,44774.99,100285.01,pdfs\242301b_2024.pdf,2025-05-05,Sucesso,
242302b_2024,2024-10-14,Guarani,CRB,Brinco de Ouro da Princesa,Campeonato Brasileiro Série B,3168,0,3168,29400.0,77173.58,-47773.58,pdfs\242302b_2024.pdf,2025-05-05,Sucesso,
242303b_2024,2024-10-12,Botafogo-RJ,Operário-PR,Santa Cruz,Campeonato Brasileiro Série B,2140,0,2140,28035.0,76789.22,-48754.22,pdfs\242303b_2024.pdf,2025-05-05,Sucesso,
242304b_2024,2024-11-10,Grêmio Novorizontino,Sport Recife,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,3106,0,3106,41090.0,50102.97,-9012.97,pdfs\242304b_2024.pdf,2025-05-05,Sucesso,
242305b_2024,2024-12-10,Santos,Mirassol,Urbano Caldeira,Campeonato Brasileiro Série B,11816,0,11816,568176.25,276583.73,291592.52,pdfs\242305b_2024.pdf,2025-05-05,Sucesso,
242306b_2024,2024-11-10,Avaí,América-MG,Ressacada,Campeonato Brasileiro Série B,2545,0,2545,62028.0,111669.77,-49641.77,pdfs\242306b_2024.pdf,2025-05-05,Sucesso,
242307b_2024,2024-10-14,Brusque,Ituano,Augusto Bauer,Campeonato Brasileiro Série B,4841,55,4841,134250.0,85977.41,48272.59,pdfs\242307b_2024.pdf,2025-05-05,Sucesso,
242308b_2024,2024-10-13,Coritiba,Amazonas,Couto Pereira,Campeonato Brasileiro Série B,14691,0,14691,266084.0,231217.74,34866.26,pdfs\242308b_2024.pdf,2025-05-05,Sucesso,
242309b_2024,2024-10-09,Paysandu,Chapecoense,Curuzu,Campeonato Brasileiro Série B,10878,0,10878,226337.0,92541.45,133795.55,pdfs\242309b_2024.pdf,2025-05-05,Sucesso,
24230b_2024,2024-05-06,Ceará,CRB,Presidente Vargas,Campeonato Brasileiro Série B,11503,50,11553,98104.0,128618.81,-30514.81,pdfs\24230b_2024.pdf,2025-05-05,Sucesso,
242310b_2024,2024-10-12,Ceará,Ponte Preta,Arena Castelão,Campeonato Brasileiro Série B,30240,2849,33089,425489.0,297962.54,127526.46,pdfs\242310b_2024.pdf,2025-05-05,Sucesso,
242311b_2024,2024-10-19,Vila Nova,Coritiba,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,8245,0,8245,184955.0,24247.62,160707.38,pdfs\242311b_2024.pdf,2025-05-05,Sucesso,
242312b_2024,2024-10-20,Ponte Preta,Guarani,Moisés Lucarelli,Campeonato Brasileiro Série B,16762,0,16762,234460.0,125258.8,109201.2,pdfs\242312b_2024.pdf,2025-05-05,Sucesso,
242313b_2024,2024-10-19,Mirassol,Grêmio Novorizontino,José Maria de Campos Maia,Campeonato Brasileiro Série B,5517,0,5517,90800.0,76665.89,14134.11,pdfs\242313b_2024.pdf,2025-05-05,Sucesso,
242314b_2024,2024-10-19,Ituano,Ceará,Dr. Novelli Junior,Campeonato Brasileiro Série B,1892,0,1892,43920.0,72400.46,-28480.46,pdfs\242314b_2024.pdf,2025-05-05,Sucesso,
242315b_2024,2024-10-17,América-MG,Goiás,Independência,Campeonato Brasileiro Série B,3604,54,3658,36797.0,101366.99,-64569.99,pdfs\242315b_2024.pdf,2025-05-05,Sucesso,
242316b_2024,2024-10-16,Chapecoense,Santos,Arena Condá,Campeonato Brasileiro Série B,9971,90,10061,345540.0,174688.47,170851.53,pdfs\242316b_2024.pdf,2025-05-05,Sucesso,
242317b_2024,2024-10-18,Brusque,CRB,Augusto Bauer,Campeonato Brasileiro Série B,4353,66,4419,121890.0,85067.2,36822.8,pdfs\242317b_2024.pdf,2025-05-05,Sucesso,
242318b_2024,2024-10-20,Operário-PR,Paysandu,Germano Kruger,Campeonato Brasileiro Série B,3762,0,3762,79105.0,63077.07,16027.93,pdfs\242318b_2024.pdf,2025-05-05,Sucesso,
242319b_2024,2024-10-18,Amazonas,Avaí,Arena da Amazônia,Campeonato Brasileiro Série B,8034,0,8034,88024.0,104909.15,-16885.15,pdfs\242319b_2024.pdf,2025-05-05,Sucesso,
24231b_2024,2024-05-10,Goiás,Ituano,Hailé Pinheiro,Campeonato Brasileiro Série B,7057,0,7057,124575.0,45022.73,79552.27,pdfs\24231b_2024.pdf,2025-05-05,Sucesso,
242320b_2024,2024-10-20,Sport Recife,Botafogo-SP,Ilha do Retiro,Campeonato Brasileiro Série B,26345,1463,27808,787105.0,420002.0,367103.0,pdfs\242320b_2024.pdf,2025-05-05,Sucesso,
242321b_2024,2024-10-22,Vila Nova,Amazonas,Onésio Brasileiro Alvarenga,Campeonato Brasileiro Série B,3140,0,3140,45780.0,9906.76,35873.24,pdfs\242321b_2024.pdf,2025-05-05,Sucesso,
242322b_2024,2024-10-23,Ponte Preta,Brusque,Moisés Lucarelli,Campeonato Brasileiro Série B,2436,0,2436,50490.0,95215.26,-44725.26,pdfs\242322b_2024.pdf,2025-05-05,Sucesso,
242323b_2024,2024-10-23,Botafogo-RJ,Ituano,Santa Cruz,Campeonato Brasileiro Série B,2180,0,2180,26660.0,87484.27,-60824.27,pdfs\242323b_2024.pdf,2025-05-05,Sucesso,
242324b_2024,2024-10-22,Grêmio Novorizontino,Avaí,Dr. Jorge Ismael de Biasi,Campeonato Brasileiro Série B,3035,0,3035,35980.0,49099.72,-13119.72,pdfs\242324b_2024.pdf,2025-05-05,Sucesso,
242325b_2024,2024-10-22,Santos,Ceará,Urbano Caldeira,Campeonato Brasileiro Série B,8548,0,8548,345141.25,257650.14,87491.11,pdfs\242325b_2024.pdf,2025-05-05,Sucesso,
242326b_2024,2024-10-21,Chapecoense,Goiás,Arena Condá,Campeonato Brasileiro Série B,7119,75,7194,161680.0,133102.61,28577.39,pdfs\242326b_2024.pdf,2025-05-05,Sucesso,
242327b_2024,2024-10-22,CRB,Mirassol,Rei Pelé,Campeonato Brasileiro Série B,9539,1895,11434,84360.0,91026.98,-6666.98,pdfs\242327b_2024.pdf,2025-05-05,Sucesso,
